Client_id,Client_name,Client_Gender,                 age,address,city,province,postalCode,country,Marital_Status,Family_Members,Child_Count,Occupation,Eligible_id,Partner_id
95223,Stephen,Male,31,3903 Hanging Moss Rd,Jackson,MS,39206,US,M,2,0,,124822,73519
25675,Judy,Male,53,3752 Wesleyan Blvd,Battleboro,NC,27809,US,M,2,0,Low-skill Laborers,93217,44350
43167,Teedo,Male,38,3815 Ramsey St,Fayetteville,NC,28311,US,S,1,0,,110232,90299
16323,Eric,Male,57,3815 Ramsey St,Fayetteville,NC,28311,US,M,5,3,Accountants,78275,28150
117329,Scooter,Female,58,3601 High Point Rd,Greensboro,NC,27407,US,M,2,0,Core,69348,73357
75001,Ingrid,Female,50,3508 W Millbrook Rd,Raleigh,NC,27613,US,M,2,0,,86515,122150
22250,Yuko,Male,36,329 S Bickett Blvd,Louisburg,NC,27549,US,M,2,0,Sales,49985,100776
78182,James,Male,46,3410 Cooperative Way,Farmville,NC,27828,US,M,2,0,Laborers,128148,77526
11406,Victoria,Male,39,3058 Eastway Dr,Charlotte,NC,28205,US,S,1,0,Core,85326,41372
2718,Devika,Male,31,3058 Eastway Dr,Charlotte,NC,28205,US,W,2,1,,50028,129723
114009,Angus,Male,44,3026 Capital Blvd,Raleigh,NC,27604,US,M,3,1,Laborers,35959,112188
3765,Evelyn,Male,53,3003 Grand Ave,Billings,MT,59102,US,,3,1,,123372,98792
124983,Gee,Male,35,33676 Yucaipa Blvd,Yucaipa,CA,92399,US,M,3,1,,17943,37680
17334,Greg,Male,40,815 E Broadway St,Drumright,OK,74030,US,D,1,0,,6699,60990
15858,Autumn,Male,30,7727 S Sunnylane Rd,Oklahoma City,OK,73135,US,M,3,1,,31898,114433
122045,George,Male,33,708 E Main St,Henryetta,OK,74437,US,M,2,0,,84115,89790
60763,Loli,Male,39,600 W Blue Starr Dr,Claremore,OK,74017,US,M,2,0,Sales,28626,44575
111866,David,Male,25,515 S Van Buren St,Enid,OK,73703,US,S,1,0,Sales,26441,54450
40141,Marta,Female,35,1714 W Market St,Tiffin,OH,44883,US,M,2,0,High skill tech,128314,113949
79496,Marta,Male,43,1715 Eastern Ave,Gallipolis,OH,45631,US,M,3,1,Laborers,89802,21572
80285,William,Male,41,1650 Copley Rd,Akron,OH,44320,US,D,1,0,Security,126220,111727
15845,Kamala,Male,55,1638 Maysville Ave,Zanesville,OH,43701,US,M,3,1,Managers,51860,23528
54699,Trevor,Male,49,1600 Marion Mount Gilead Rd,Marion,OH,43302,US,M,3,1,Core,123407,129450
112248,Simona,Male,30,1589 W Broad St,Columbus,OH,43222,US,M,2,0,Sales,54975,83914
65280,Sky,Male,37,1586 S Washington St,Millersburg,OH,44654,US,W,,0,,67317,18858
5272,Joseph,Male,46,1560 E Alexis Rd,Toledo,OH,43612,US,M,4,2,Core,71896,97391
92667,Todd,Male,36,1540 Broadway St,Toledo,OH,43609,US,S,1,0,,4019,5071
44037,@ Art House Monique,Male,45,1504 Claremont Ave,Ashland,OH,44805,US,D,1,0,,11873,128552
23108,Gen,Male,48,1520 Cherry St,Toledo,OH,43608,US,W,1,0,Security,2553,86154
34608,Bjarke And Holly,Male,22,1505 Main St,Hamilton,OH,45013,US,M,2,0,Cooking,100071,22481
100454,Gita,Male,46,1501 N Keowee St,Dayton,OH,45404,US,M,2,0,Managers,18130,32187
87653,Meredith,Female,39,1455 N Cassady Ave,Columbus,OH,43219,US,M,3,1,,115168,30875
33537,Izz,Male,56,1451 E Main St,Lancaster,OH,43130,US,M,2,0,,81608,115018
81946,Christy,Female,35,1429 Marion Waldo Rd,Marion,OH,43302,US,M,2,0,Laborers,64955,88843
123899,Andrian,Male,45,14225 Airport Hwy,Swanton,OH,43558,US,S,2,,Laborers,114418,111290
39315,Tina,Male,28,1401 Leesburg Ave,Washington Court House,OH,43160,US,M,2,0,,6237,128903
27231,Leah,Male,32,1401 Leesburg Ave,Washington Court House,OH,43160,US,D,1,0,,49674,394
82339,Craig,Male,52,1407 N Main St,North Canton,OH,44720,US,S,1,0,High skill tech,87890,83096
58336,Cheryl,Male,26,1335 N 21st St,Newark,OH,43055,US,M,2,0,Sales,79094,83407
95528,Serge,Male,22,1320 Mercy Dr NW,Canton,OH,44708,US,M,2,0,Sales,34855,107623
112689,Brian,Male,35,1206 Indiana Ave,Saint Marys,OH,45885,US,M,4,2,Low-skill Laborers,72071,21153
44791,Marianna,Female,44,877 E Pittsburgh St,Greensburg,PA,15601,US,M,3,1,Managers,36865,66890
43199,Madison,Female,31,210 N Black Horse Pike,Mount Ephraim,NJ,8059,US,M,3,1,Managers,51039,83000
101778,Matt,Female,28,4001 W Washington St,Indianapolis,IN,46241,US,M,2,0,Low-skill Laborers,96467,98289
52919,@ Art House Monique,Male,23,1135 N Arlington Ave,Indianapolis,IN,46219,US,M,4,2,Core,107893,9891
57137,Timothy,Female,26,936 E Hanna Ave,Indianapolis,IN,46227,US,M,2,0,Security,123756,61193
54778,Erin,Male,31,12724 Highway 190 W,Port Allen,LA,70767,US,M,5,3,,35712,60575
9180,Karen,Female,27,150 Lobdell Hwy,Port Allen,LA,70767,US,M,2,,,103299,56925
11800,Tim,Female,34,810 W Pine St,Ponchatoula,LA,70454,US,S,1,0,Drivers,53300,61116
61861,Raquel,Male,25,810 W Pine St,Ponchatoula,LA,70454,US,M,2,0,,82770,105310
72385,Jeffrey,Female,25,3025 Elysian Fields Ave,New Orleans,LA,70122,US,M,2,0,Laborers,82195,81905
59479,Sri,Female,22,2757 Canal St,New Orleans,LA,70119,US,,1,0,,102066,62160
8166,Paresh,Female,37,1614 Sterlington Rd,Monroe,LA,71203,US,M,2,0,Laborers,102033,68408
9920,Audra,Male,26,6401 Airline Dr,Metairie,LA,70003,US,,1,0,Laborers,1652,31314
10242,Jenny,Female,32,301 Veterans Memorial Blvd,Metairie,LA,70005,US,M,3,1,Laborers,3254,44526
53309,H. Ann,Female,26,295 San Antonio Ave,Many,LA,71449,US,M,3,1,Managers,83490,74965
98344,Dan,Male,27,2045 Florida St,Mandeville,LA,70448,US,,2,1,Core,17628,77506
103158,Erica,Female,22,625 E Prien Lake Rd,Lake Charles,LA,70601,US,M,2,0,,24533,52278
51261,Stuart,Female,32,4212 Ryan St,Lake Charles,LA,70605,US,M,3,1,,10705,19100
40567,Katie,Female,33,6801 Johnston St,Lafayette,LA,70503,US,M,2,0,,124834,104497
50292,Elon,Male,34,2602 Broad St,Lake Charles,LA,70615,US,M,3,1,Laborers,63739,37196
40140,Samuel,Female,31,300 W Esplanade Ave,Kenner,LA,70065,US,M,2,0,Drivers,4245,64242
122949,Lucien,Female,28,3001 Barrow St,Houma,LA,70360,US,M,2,0,Laborers,66959,121499
57492,Summer,Male,37,999 Highway 80,Haughton,LA,71037,US,D,2,1,Sales,113270,66318
80692,Mike,Male,45,915 N Airline Hwy,Gonzales,LA,70737,US,M,4,2,,12769,3645
73879,Jc,Female,31,707 N Main St,Farmerville,LA,71241,US,M,2,0,Laborers,113990,93579
83983,Stephen,Male,48,3529 Apalachee Pkwy,Tallahassee,FL,32311,US,M,2,0,,19702,6767
7004,Henry,Female,24,3535 35th Avenue,Oakland,CA,94619,US,M,2,0,Managers,70928,56170
55123,Mark,Male,24,357 W Atlantic Blvd,Pompano Beach,FL,33060,US,M,2,,Cleaning,102152,31166
104400,Litza,,45,357 W Atlantic Blvd,Pompano Beach,FL,33060,US,D,1,0,Laborers,77607,43185
44352,Sergio,Male,26,3595 Biscayne Blvd,Miami,FL,33137,US,S,1,0,,17043,57706
111708,Yoki,Female,24,3595 Biscayne Blvd,Miami,FL,33137,US,M,4,,Drivers,80545,91636
13306,Marcelo,Female,29,3600 4th Street North,Saint Petersburg,FL,33704,US,M,2,0,Laborers,59293,125526
37246,Suzanne,Female,34,3595 S Durango Dr,Las Vegas,NV,89147,US,M,3,1,Core,27354,92524
31219,Alex,Male,30,3595 S Durango Dr,Las Vegas,NV,89147,US,D,2,1,Accountants,16206,92287
14315,Eliza,Male,21,397 Santa Rosa,San Luis Obispo,CA,93401,US,W,1,0,Laborers,14528,58709
26882,Mickey,Female,42,398 Market Square Drive,Maysville,KY,41056,US,S,1,0,Drivers,21568,70188
2011,Neni,Female,32,3995 S 3rd St,Memphis,TN,38109,US,M,3,1,Drivers,102748,71233
62931,Lisa,Male,40,400 Oriskany Blvd,Yorkville,NY,13495,US,M,2,0,,121248,101013
12620,Alex,Female,33,400 Terry Rich Blvd,Saint Clair,PA,17970,US,S,2,1,Laborers,30337,17262
58402,Katie,Male,32,139 Flatbush Ave,Brooklyn,NY,11217,US,M,2,0,Managers,115216,38562
9070,Jon,Female,25,139 Flatbush Ave,Brooklyn,NY,11217,US,M,2,0,Security,30636,4238
117902,Shaila & Alex,Male,41,17070 Hawthorne Blvd,Lawndale,CA,90260,US,W,1,0,,96738,77846
42068,Derek,Male,37,845 Blowing Rock Blvd,Lenoir,NC,28645,US,W,1,,,74982,87215
127591,LiVi,Female,29,4304 Outer Loop,Louisville,KY,40219,US,M,3,1,Sales,65292,46001
26729,Radium,Male,29,825 Dulaney Valley Rd Ste 3285,Towson,MD,21204,US,M,2,0,Accountants,79203,24638
11653,Liza,Male,46,8609 Westheimer Rd,Houston,TX,77063,US,M,2,0,Sales,12552,63011
127948,K. Naomi,Male,32,4312 US Highway 19,New Port Richey,FL,34652,US,M,2,0,,58971,7201
44573,Kurt,Male,30,4328 Sunset Blvd,Lexington,SC,29072,US,M,2,,Managers,69241,51996
95812,LaNola,Male,38,4330 Elvis Presley Blvd,Memphis,TN,38116,US,M,3,1,Core,49343,452
110437,John,Male,22,4343 Sunrise Blvd,Fair Oaks,CA,95628,US,M,2,0,Cooking,11965,45944
100494,Ali,Female,22,4343 Sunrise Blvd,Fair Oaks,CA,95628,US,M,2,0,,42377,26342
3927,Eric,Male,32,4341 South 1st Street,Abilene,TX,79605,US,S,1,0,Laborers,87545,17756
126303,Celine,Male,36,4347 W Saginaw Hwy,Lansing,MI,48917,US,S,1,0,,108843,87448
39516,Lori,Female,30,4345 W Camp Wisdom Rd,Dallas,TX,75237,US,M,2,0,Laborers,83307,97581
29190,Patricia,Female,26,4418 Chantilly Place,Chantilly,VA,20151,US,M,2,0,Managers,24580,112208
48927,Alyssia,Male,41,4388 South Laburnum Avenue,Henrico,VA,23231,US,M,2,,Core,24361,11482
53704,Pierre,Female,42,44 N Lake Havasu Ave,Lake Havasu City,AZ,86403,US,M,2,0,Laborers,17955,39986
101255,Noelle,Male,45,4400 S Clear Creek Rd,Killeen,TX,76549,US,S,2,1,Private service,94388,123138
44074,Jon,Female,24,4400 S Clear Creek Rd,Killeen,TX,76549,US,M,4,2,Laborers,16317,57337
18828,John,Female,54,4422 Kukui Grove St,Lihue,HI,96766,US,M,3,1,Laborers,30976,100518
14779,Erin,Male,33,444 E Thompson Road,Indianapolis,IN,46227,US,M,4,2,,28554,81823
70538,Ana,Male,28,702 Plaza Dr,Chesterton,IN,46304,US,M,2,0,Medicine,92286,89818
68712,Jorge,Male,36,702 S Meridian,Puyallup,WA,98371,US,M,2,0,Core,90147,91234
125078,Heather And John,Male,34,705 N State Hwy 47,Warrenton,MO,63383,US,M,2,0,Managers,36976,85188
56837,Chris,Male,28,705 W Arrow Highway,San Dimas,CA,91773,US,M,3,1,Sales,11056,25209
535,Sharon,Male,31,710 N Black Horse Pike,Mount Ephraim,NJ,8059,US,S,1,0,,86340,5782
82593,Adam,Male,53,710 N Black Horse Pike,Mount Ephraim,NJ,8059,US,M,2,0,,115178,118918
98837,Sergio,Male,20,710 N Black Horse Pike,Mount Ephraim,NJ,8059,US,M,2,0,Low-skill Laborers,116594,17641
51514,Clotaire,Male,47,508 E Landry St,Opelousas,LA,70570,US,M,2,0,,39421,106293
21371,Parker (& Juan),Male,33,1630 Gateway Blvd,Fairfield,CA,94533,US,M,3,1,,26207,82934
70635,Aryn,Female,24,5353 Katella Ave,Los Alamitos,CA,90720,US,M,,0,Drivers,126250,52902
23763,George,Female,23,904 Hamilton Rd,Duarte,CA,91010,US,M,2,0,,43248,11414
59270,Alex,Male,27,904 Hamilton Rd,Duarte,CA,91010,US,M,2,0,Accountants,99191,63323
101078,Dawn,Male,23,6851 Amador Plaza Rd,Dublin,CA,94568,US,M,4,2,Core,32575,78368
105265,Zach,Male,30,441 Magnolia Ave,Corona,CA,92879,US,M,2,0,Sales,109071,87705
8336,Joel,Male,34,2560 El Camino Real,Carlsbad,CA,92008,US,S,1,,Core,83098,9335
127882,Nicki,Male,55,2234 Lincoln Ave,Altadena,CA,91001,US,W,1,0,,125314,43047
106903,Kinneret,Male,57,6370 E Golf Links Rd,Tucson,AZ,85730,US,W,1,0,Core,75896,100318
63272,William,Male,59,50 Telep Ave,Johnstown,CO,80534,US,M,2,0,Medicine,13095,119757
27469,Jason,Female,20,500 Liberty St,Martinsville,VA,24112,US,D,2,,Drivers,122655,91870
37278,Ari,Male,30,500 N Mississippi,Ada,OK,74820,US,S,3,2,,54610,7704
103939,Robert,Male,41,5002 Foothills Blvd,Roseville,CA,95747,US,M,3,1,Security,99485,11054
125917,Daniel,Female,37,501 15th St NE,Auburn,WA,98002,US,M,2,0,,24479,7289
45151,Sean,,31,5049 Northland Dr,Grand Rapids,MI,49525,US,M,2,0,,29790,11674
48571,Norwin,Female,39,5066 State St,Saginaw,MI,48603,US,M,2,0,Security,87552,3291
55034,Joseph,Male,28,5080 Cherokee St,Acworth,GA,30101,US,M,2,0,Laborers,91324,2462
123286,Al,Female,44,511 Old Country Rd,Westbury,NY,11590,US,M,2,0,High skill tech,12183,100818
45820,Dana,Male,31,5109 International Dr,Orlando,FL,32819,US,M,3,1,,19825,21533
75634,Mar,Male,28,805 E Main St,Albert Lea,MN,56007,US,W,1,0,,64518,120812
5394,Shannon And Dahrehn,Male,51,7963 Broadway,Lemon Grove,CA,91945,US,D,1,0,,71706,62763
55260,MarQuerite,Female,34,419 N Davis Dr,Warner Robins,GA,31093,US,M,4,2,Drivers,6801,81643
66454,Caits & Taf,Female,24,419 N Davis Dr,Warner Robins,GA,31093,US,M,2,0,Laborers,101859,78413
69515,Gillian,Male,29,420 South Main St,Ferdinand,IN,47532,US,M,3,1,,25854,10818
75683,Michael,Male,50,4200 W Tennessee St,Tallahassee,FL,32304,US,M,2,0,Sales,67075,41864
91702,Beca,Male,21,4210 S Noland Rd,Independence,MO,64055,US,M,2,0,,115701,103195
72511,Emma,Female,29,4248 Dale Blvd,Woodbridge,VA,22193,US,M,2,0,,125751,79650
51410,Allon,Male,26,4248 Dale Blvd,Woodbridge,VA,22193,US,M,2,0,Accountants,56952,32156
33234,Eleni,Male,26,425 NE Stadium Way,Pullman,WA,99163,US,M,2,0,,83596,27762
66310,Kevin,Female,21,425 Wright Rd,Johnson Creek,WI,53038,US,M,2,0,Drivers,56909,90962
18582,Tamar,Female,23,4269 17 Mile Road SE,Cedar Springs,MI,49319,US,M,2,0,Drivers,25491,82538
46352,Rodney,Male,25,4292 Washington Rd,Evans,GA,30809,US,W,1,0,Core,98926,24273
79425,Alia,Male,40,1058 W 6th St,Corona,CA,92882,US,M,3,1,,77663,83920
87697,Nim,Male,39,6165 N Keystone Ave,Indianapolis,IN,46220,US,M,,0,Core,105627,109386
50049,Karen,Male,25,6200 Baltimore National Pike,Catonsville,MD,21228,US,S,1,0,,12876,115910
9491,Carlos,Male,26,621 W Henderson St,Cleburne,TX,76033,US,S,1,0,Core,124720,24549
66943,Steve,Female,57,621 W Henderson St,Cleburne,TX,76033,US,M,2,0,Laborers,63625,18592
82689,Emmett,Male,61,621 W Henderson St,Cleburne,TX,76033,US,S,1,0,,117233,367
117735,Ingrid,Male,34,625 W Dixie Dr,Asheboro,NC,27205,US,M,2,0,Sales,78650,48076
102662,Ryan,Male,47,626 Mac Arthur,Alexandria,LA,71303,US,M,4,2,Accountants,23720,97626
83558,Dave & Theresa,Male,31,6265 E 500 S,Gas City,IN,46933,US,D,2,1,Laborers,80096,12542
54317,Martin,Female,45,628 N Main St,Bluffton,IN,46714,US,M,,0,Drivers,21510,117125
106705,Joshua,Male,33,628 N Main St,Bluffton,IN,46714,US,S,1,0,,104719,106024
41341,Verena,Male,27,25 Town Wharf,Plymouth,MA,2360,US,M,2,0,Laborers,114320,42292
65710,Jeremiah,Male,41,36 JFK St,Cambridge,MA,2138,US,M,3,1,Managers,120736,88295
74694,Sergio,Male,58,8907 S Howell Ave,Oak Creek,WI,53154,US,D,2,1,Core,69674,65160
82867,Karim,Female,45,1550 S Elmhurst Rd,Mount Prospect,IL,60056,US,M,2,0,Managers,82440,9964
50783,Yolanda,Female,49,3106 3 Oaks Rd,Cary,IL,60013,US,D,2,1,Laborers,81861,81430
119217,Jacqueline,Male,42,63 Monroe Center St NW,Grand Rapids,MI,49503,US,M,3,1,,107745,128405
38621,Andy & Friends,Male,52,2650 Eaton Rd,Green Bay,WI,54311,US,S,1,0,Sales,10056,8633
35067,Inga,Female,52,3192 Commerce Ln,Ionia,MI,48846,US,M,2,0,,71742,84743
36685,Alex,Female,49,1335 Main St,Green Bay,WI,54302,US,M,2,0,,41355,113210
7545,Guillaume,Female,59,70 Wisconsin St,Oshkosh,WI,54901,US,S,1,0,Drivers,115380,32888
123616,Reut,Female,54,911 Tullar Rd,Neenah,WI,54956,US,M,4,2,,115039,12768
32976,Christine,Female,46,1329 Heather St,Shakopee,MN,55379,US,,2,0,,127372,13319
33841,Amy,Female,44,9 3rd Ave NW,Rochester,MN,55901,US,M,3,1,,86931,69242
22331,Leanne,Male,26,2661 Campus Dr,Minneapolis,MN,55441,US,M,2,0,,76077,5871
127202,Nancy,Male,46,88 S 9th St,Minneapolis,MN,55402,US,W,1,,,56114,119169
8321,Dan,Male,59,995 Tech Dr,Ruston,LA,71270,US,M,2,0,Accountants,77582,17636
5423,Tad,Female,43,3500 SW Avalon Way,Seattle,WA,98126,US,M,2,0,Sales,84741,19170
104937,Susie,Female,50,2212 N 45th St,Seattle,WA,98103,US,M,2,0,,12544,15018
49789,Gia,Female,26,2110 Higdon Ferry Rd,Hot Springs National Park,AR,71913,US,M,3,1,Managers,46162,37254
27394,Ryan,Male,54,8530 Youree Dr,Shreveport,LA,71115,US,M,2,0,,27406,23103
129217,Livia,Male,44,1405 Sterlington Rd,Monroe,LA,71203,US,M,2,0,,75364,19073
124162,Jessica,Male,36,4112 Airline Dr,Bossier City,LA,71111,US,M,4,2,Cooking,54097,32173
85588,Thomas,Male,51,3266 Plank Rd,Baton Rouge,LA,70805,US,D,2,1,Accountants,39272,124306
57903,Joel,Male,59,6025 Highway 90 E,Broussard,LA,70518,US,W,1,0,,58249,53425
17210,Yvette,Female,42,8202 Maurice Ave,Maurice,LA,70555,US,M,2,0,,80971,111540
88058,Aurora,Female,41,5761 W Park Ave,Houma,LA,70364,US,D,1,0,Laborers,52949,23869
58086,Joseph,Female,43,600 Brashear Ave,Morgan City,LA,70380,US,S,1,0,,74111,95577
17220,Alex,Female,40,5050 W Esplanade Ave,Metairie,LA,70006,US,M,3,1,Drivers,28927,80344
86697,Dayna,Female,32,4734 Lebanon Church Rd,Dravosburg,PA,15034,US,M,2,0,Drivers,61044,63231
29977,Karece,Male,55,1281 Bridge St,Clarkston,WA,99403,US,D,1,0,,110628,120945
66569,Margarita,Male,59,3116 Noriega St,San Francisco,CA,94122,US,S,1,0,Sales,124516,57925
83438,Matt,,30,120 W Main St,Thomasville,NC,27360,US,M,3,1,Laborers,47510,86762
55613,Jordan,Male,47,4655 Yadkinville Rd,Pfafftown,NC,27040,US,M,4,2,High skill tech,31085,41435
18893,Anna,Male,23,9825e Chapel Hill Rd,Morrisville,NC,27560,US,M,3,1,Managers,126569,1917
47966,Caitlin,Male,44,430 Valley Rd,Mocksville,NC,27028,US,M,3,1,Core,91732,123915
93052,Mayrav,Male,45,360 Wilkesboro Blvd Se,Lenoir,NC,28645,US,M,3,1,,40737,96902
56926,Lenny,Female,35,2020 Connelly Springs Rd,Lenoir,NC,28645,US,M,3,1,Laborers,119378,101970
69257,Margo,Female,41,19942 12 Ventura Blvd,Woodland Hills,CA,91364,US,S,1,0,Core,73653,55169
34449,Adam,Female,59,7049 Highway 6,Houston,TX,77095,US,M,3,1,Laborers,87624,123166
97510,Thomas,Female,29,2005 Crow Canyon Pl,San Ramon,CA,94583,US,S,1,0,Laborers,95744,103432
28818,Carlos,Female,48,1960 Ximeno Ave,Long Beach,CA,90815,US,M,2,0,,60727,45945
89805,Randy,Female,49,19465 Brookhurst St,Huntington Beach,CA,92646,US,M,3,1,Laborers,83553,119210
37754,Adero,Male,60,1463 E H St,Chula Vista,CA,91910,US,M,2,0,Accountants,64330,110270
3024,Ray,Female,45,5730 NW 176th St,Hialeah,FL,33015,US,M,4,2,,94212,54157
121173,Patricia,Female,48,10701 Biscayne Blvd,Miami,FL,33161,US,S,1,0,Laborers,52172,7347
12171,Phillip + Zack,Male,45,2877 Biscayne Blvd,Miami,FL,33137,US,,2,0,Managers,93883,39680
114682,Wilson,Male,48,8447 Coral Way,Miami,FL,33155,US,M,2,0,Laborers,38623,22479
66576,Randy,Male,54,9773 NW 41st St,Miami,FL,33178,US,M,4,2,Cleaning,81580,66907
44773,Liz,Female,44,4650 S Emerson Ave,Indianapolis,IN,46203,US,S,1,0,Sales,96076,85505
74985,Jen,Female,46,7819 Us 31 S,Indianapolis,IN,46227,US,M,2,0,Core,42611,102832
48993,Marcelle,Male,52,1825 Piedmont Ave NE,Atlanta,GA,30324,US,M,4,,Core,61084,43867
33170,Masako,Female,44,10780 Brookpark Rd,Cleveland,OH,44130,US,M,3,1,,63914,120470
93202,Nerenda,Male,52,3288 Austin Peay Hwy,Memphis,TN,38128,US,S,1,0,,52565,82900
94094,Randy,Male,46,6175 Lake Michigan Dr,Allendale,MI,49401,US,M,2,0,Sales,31705,119511
66938,Marisa,Male,54,590 Columbia Ave W,Battle Creek,MI,49015,US,M,4,2,Core,122515,36860
70061,Sego,Male,49,46032 Michigan Ave,Canton,MI,48188,US,S,1,0,Laborers,56842,56701
45500,Cathy,Male,46,2390 W Flagler St,Miami,FL,33135,US,D,2,1,Laborers,96419,87801
120551,Roque,Male,48,2319 N Federal Hwy,Hollywood,FL,33020,US,M,2,0,Laborers,33991,65920
111227,Ezequiel,Female,43,20 NW 16th Ave,Gainesville,FL,32601,US,M,3,1,Laborers,21869,47380
22277,Jon Paul,Female,50,1920 E Irlo Bronson Memorial Hwy,Kissimmee,FL,34744,US,M,3,1,,32793,27317
118110,Sullivan,Male,44,1936 E Osceola Pkwy,Kissimmee,FL,34743,US,M,2,0,HR,101863,44913
127726,Andy,Male,43,18750 NW 2nd Ave,Miami,FL,33169,US,S,1,0,,56332,105464
83378,Elena,Male,51,18194 Collins Ave,North Miami Beach,FL,33160,US,M,2,0,Accountants,89413,87258
116396,Sarah,Female,59,1725 E Sunrise Blvd,Fort Lauderdale,FL,33304,US,M,4,2,Managers,109368,30253
27570,Angus,Male,52,404 W Broadway St,Winnsboro,TX,75494,US,M,2,0,Medicine,85748,19175
17553,Gus,Male,35,4009 Red Bluff Rd,Pasadena,TX,77503,US,W,1,0,,52219,84139
52933,Chris,Male,36,3915 Lamar Ave,Paris,TX,75462,US,M,3,1,,109833,91146
69236,Andr̩,Female,32,3903 College Ave,Snyder,TX,79549,US,M,3,1,Core,91484,50784
5589,Triny,Male,41,300 W Princeton Dr,Princeton,TX,75407,US,M,3,1,Core,63879,21825
116397,Eleni,Female,47,2801 E Interstate 20,Weatherford,TX,76087,US,S,1,0,Sales,72749,17858
86060,Andy,Female,45,2810 S 14th St,Abilene,TX,79605,US,,2,0,Drivers,65667,49884
44742,Light,Male,45,221 E Grand Xing,Mobridge,SD,57601,US,M,4,2,Core,80627,106667
10421,Randy,Female,45,701 N Sanborn Blvd,Mitchell,SD,57301,US,M,2,0,,49826,82547
71475,Deborah,Female,29,1304 E Second St,Winslow,AZ,86047,US,M,2,0,Drivers,26500,73532
123112,Aaron,Female,36,13004 Harbor Blvd,Garden Grove,CA,92843,US,M,3,1,,115703,60229
117112,Jesse,Male,37,12641 N Cave Creek Rd,Phoenix,AZ,85022,US,M,4,,Sales,112084,103634
83221,Jeffrey,Female,44,12641 N Cave Creek Rd,Phoenix,AZ,85022,US,M,4,2,,68557,111680
110727,Laura,Female,56,11274 S Fortuna Rd,Yuma,AZ,85367,US,M,2,0,Core,90515,56330
105060,Tege,Female,52,11003 Antoine Dr,Houston,TX,77086,US,M,2,0,,114671,96258
77494,Shannon,Female,57,311 Main St,Terryville,CT,6786,US,S,1,0,Core,8659,102251
122293,Giovanni,Male,54,283 Main St,Niantic,CT,6357,US,M,4,2,Managers,124564,91385
5198,Jackie,Female,49,215 Spencer St,Manchester,CT,6040,US,M,2,0,Laborers,29502,8151
119912,Ben And Jess,Female,24,2300 Dixwell Ave,Hamden,CT,6514,US,M,2,0,IT,13478,119680
9745,Jeff,Male,42,140 Weston St,Hartford,CT,6120,US,W,1,0,,64207,37200
10403,Dee,Male,40,1426 Farmington Ave,Farmington,CT,6032,US,W,1,0,,74364,46672
60068,Ikk,Male,25,141 Hebron Ave,Glastonbury,CT,6033,US,M,4,2,Core,97152,124621
129629,Michel Fabrice,Female,28,9015 W Appleton Ave,Milwaukee,WI,53225,US,M,4,2,Laborers,72004,7650
15115,Paco & Pamela,Male,53,3806 52nd St,Kenosha,WI,53144,US,M,2,0,Laborers,58921,122625
56655,Jackie,Male,40,6201 S 27th St,Milwaukee,WI,53221,US,M,3,1,Waiters/barmen,120125,114465
17656,Dennis,Male,27,7401 N La Cholla Blvd,Tucson,AZ,85741,US,M,2,0,Core,46434,55330
43515,Chris,Female,34,165 E North Ave,Melrose Park,IL,60164,US,M,3,1,High skill tech,3261,78963
103686,Anthony,Female,56,7309 W 25th St,Riverside,IL,60546,US,M,2,0,Drivers,95080,95921
100261,Jonathan,Male,45,850 Civic Center Dr,Niles,IL,60714,US,W,1,0,,118169,34558
2566,Alec,Female,27,274 Thf Blvd,Chesterfield,MO,63005,US,M,2,0,Low-skill Laborers,92148,17133
36954,Deborah,Male,53,14786 S State Highway 65,Hollister,MO,65672,US,M,3,1,Core,12741,74655
85887,Carolina,Female,34,825 E Us Highway 60,Monett,MO,65708,US,M,5,3,,53421,38523
112790,Ty,Male,44,2050 W 76 Country Blvd,Branson,MO,65616,US,D,1,0,Cooking,28591,33002
48562,Martin,Male,46,615 S Bishop Ave,Rolla,MO,65401,US,M,2,0,Laborers,99027,46482
29431,Majar,Female,53,201 S Glenoaks Blvd,Burbank,CA,91502,US,S,1,0,Laborers,37084,99370
76375,Walter,Male,26,44 W 1st St,Waconia,MN,55387,US,M,2,0,,31224,88012
7348,Michelle,Female,31,224 1st Ave E,Shakopee,MN,55379,US,M,2,0,Laborers,51003,49580
102585,Ruby,Male,35,1700 N 10th St,McAllen,TX,78501,US,M,3,1,Cooking,126745,1238
120820,Kiriko,Male,43,427 Slide Rd,Lubbock,TX,79416,US,S,1,0,Cleaning,120710,24619
30570,Hank,Female,47,14705 Woodforest Blvd,Houston,TX,77015,US,M,2,0,Laborers,92428,100468
129632,Randy,Male,37,1428 Wooded Acres Dr,Waco,TX,76710,US,S,1,0,,43579,70788
111435,Jesse,Female,57,13260 Josey Ln,Dallas,TX,75234,US,M,3,1,,56210,85397
99051,Gina,Male,41,1328 S Broadway St,Sulphur Springs,TX,75482,US,M,4,2,Cooking,93180,23164
91089,Patricia,Male,55,11217 Leopard St,Corpus Christi,TX,78410,US,M,4,2,Medicine,8995,89031
9218,Peter,Female,51,10910 N Central Expy,Dallas,TX,75231,US,M,2,0,,106823,100096
44142,Vanessa,Male,27,10598 Fuqua St,Houston,TX,77089,US,M,2,0,,62290,100869
